param : 	c_inv	c_maint	gwp_constr	lifetime	c_p	fmin_perc	fmax_perc	f_min	f_max := 
FR	FISCHER_TROPSCH_JETFUEL	975.0	48.75	0.0	25	0.93	0.0	1.0	0.0	Infinity
FR	FISCHER_TROPSCH_GASOLINE	975.0	48.75	0.0	25	0.93	0.0	1.0	0.0	Infinity
FR	AMMONIA_TO_H2	681.24	62.8658412	0.0	25	0.86	0.0	1.0	0.0	Infinity
FR	OIL_TO_HVC	395.0	2.1	0.0	15	1.0	0.0	1.0	0.0	Infinity
FR	GAS_TO_HVC	797.6	19.93997837	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	BIOMASS_TO_HVC	1743.0	52.0	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	METHANOL_TO_HVC	697.2	62.748	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	BATT_LI	302.0	0.62	61.3	15	1.0	0.0	1.0	0.0	10.0
FR	CAES	38.938	3.1799	0.0	50	1.0	0.0	1.0	0.0	Infinity
FR	BEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
FR	PHEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
FR	DAM_STORAGE	0.0	0.0	0.0	1	1.0	0.0	1.0	3699.0	3700.0
FR	PHS	58.8	0.0	8.33	50	1.0	0.0	1.0	184.0	1984.0
FR	TS_DEC_DIRECT_ELEC	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_HP_ELEC	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_THHP_GAS	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_COGEN_GAS	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_COGEN_OIL	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_ADVCOGEN_GAS	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_ADVCOGEN_H2	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_BOILER_GAS	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_BOILER_WOOD	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DEC_BOILER_OIL	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_DHN_DAILY	3.0	0.0086	0.0	40	1.0	0.0	1.0	0.0	Infinity
FR	TS_DHN_SEASONAL	0.54	0.003	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_HIGH_TEMP	28.03	0.28	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	GAS_STORAGE	0.051158	0.001309164	0.0	30	1.0	0.0	1.0	0.0	Infinity
FR	H2_STORAGE	6.19	0.03	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	DIESEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	GASOLINE_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	JET_FUEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	LFO_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	AMMONIA_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	METHANOL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	PT_STORAGE	36.9568	0.3695	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	ST_STORAGE	19.099	0.1909	0.0	25	1.0	0.0	1.0	0.0	Infinity
FR	TS_COLD	25.0	0.3	0.0	20	1.0	0.0	1.0	0.0	Infinity
FR	CO2_STORAGE	49.5	0.495	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	NUCLEAR	4845.734619	102.930986	707.88	60	0.849	0.0	1.0	0.0	0.0
IE-UK	CCGT	771.9917595	19.73031183	183.79	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	CCGT_AMMONIA	771.99	19.55202588	183.79	25	0.961538462	0.0	1.0	0.0	Infinity
IE-UK	COAL_US	2516.705684	29.70315573	331.6	35	0.868	0.0	1.0	0.0	Infinity
IE-UK	COAL_IGCC	3245.809533	48.94653057	331.6	35	0.856	0.0	1.0	0.0	Infinity
IE-UK	PV_ROOFTOP	737.8867059	9.726688396	2081.43	40	1.0	0.0	1.0	6.28	159.0
IE-UK	PV_UTILITY	335.4030481	8.432990925	2081.43	40	1.0	0.0	1.0	6.28	760.0
IE-UK	PT_POWER_BLOCK	1044.57	62.65	0.0	25	1.0	0.0	1.0	0.0	0.0
IE-UK	ST_POWER_BLOCK	50.0	5.0	0.0	25	1.0	0.0	1.0	0.0	0.0
IE-UK	WIND_ONSHORE	1010.0	16.82	622.85	30	1.0	0.0	1.0	15.058	376.5
IE-UK	WIND_OFFSHORE	1667.432296	51.87199798	622.85	30	1.0	0.0	1.0	0.0	104.6
IE-UK	HYDRO_DAM	4200.6993	21.0018	1692.88	40	1.0	0.0	1.0	0.0	0.0
IE-UK	HYDRO_RIVER	5044.919936	50.4447982	1262.82	40	1.0	0.0	1.0	2.116	2.12
IE-UK	NEW_TIDAL_STREAM	2769.0	4.0	0.0	20	1.0	0.0	0.0	0.0	0.0
IE-UK	TIDAL_STREAM	3752.0	165.0	0.0	20	1.0	0.0	1.0	0.0	28.8
IE-UK	TIDAL_RANGE	2867.0	178.0	0.0	40	1.0	0.0	1.0	0.0	28.8
IE-UK	WAVE	1909.0	42.0	0.0	20	1.0	0.0	0.0	0.0	0.0
IE-UK	GEOTHERMAL	7488.0	142.272	24929.09	30	0.86	0.0	1.0	0.0	1.3
IE-UK	IND_COGEN_GAS	1408.03446	92.61166776	1024.32	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	IND_COGEN_WOOD	1080.794082	40.49068265	165.33	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	IND_COGEN_WASTE	2927.867778	111.3212848	647.82	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	IND_BOILER_GAS	58.89128196	1.179885757	12.32	17	0.95	0.0	1.0	0.0	Infinity
IE-UK	IND_BOILER_WOOD	115.1793239	2.303586478	28.87	17	0.9	0.0	1.0	0.0	Infinity
IE-UK	IND_BOILER_OIL	54.85532353	1.179885757	12.32	17	0.95	0.0	1.0	0.0	Infinity
IE-UK	IND_BOILER_COAL	115.1793239	2.303586478	48.18	17	0.9	0.0	1.0	0.0	Infinity
IE-UK	IND_BOILER_WASTE	115.1793239	2.303586478	28.87	17	0.9	0.0	1.0	0.0	Infinity
IE-UK	IND_DIRECT_ELEC	332.3438524	1.507631801	1.47	15	0.95	0.0	1.0	0.0	Infinity
IE-UK	DHN_HP_ELEC	344.7607454	11.9955052	174.79	25	0.95	0.0	1.0	0.0	Infinity
IE-UK	DHN_COGEN_GAS	1254.490121	37.53160408	490.88	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	DHN_COGEN_WOOD	1080.794082	40.49068265	165.33	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	DHN_COGEN_WASTE	2927.867778	111.3212848	647.82	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	DHN_COGEN_WET_BIOMASS	2287.0	228.7	1024.0	25	0.75	0.0	1.0	0.0	Infinity
IE-UK	DHN_COGEN_BIO_HYDROLYSIS	4536.899731	221.6894187	647.8	15	0.85	0.0	1.0	0.0	Infinity
IE-UK	DHN_BOILER_GAS	58.89128196	1.179885757	12.32	17	0.95	0.0	1.0	0.0	Infinity
IE-UK	DHN_BOILER_WOOD	115.1793239	2.303586478	28.87	17	0.9	0.0	1.0	0.0	Infinity
IE-UK	DHN_BOILER_OIL	54.85532353	1.179885757	12.32	17	0.95	0.0	1.0	0.0	Infinity
IE-UK	DHN_DEEP_GEO	1500.0	57.04	808.76	30	0.85	0.0	1.0	0.0	0.0
IE-UK	DHN_SOLAR	362.0	0.433	221.22	30	1.0	0.0	1.0	0.0	655.0
IE-UK	DEC_HP_ELEC	492.0404532	21.05066017	164.89	18	1.0	0.0	1.0	0.0	Infinity
IE-UK	DEC_THHP_GAS	315.6849892	9.467178575	381.93	20	1.0	0.0	0.0	0.0	Infinity
IE-UK	DEC_COGEN_GAS	1408.03446	92.61166776	1024.32	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	DEC_COGEN_OIL	1305.562319	81.96460343	1024.32	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	DEC_ADVCOGEN_GAS	7242.27924	144.8450229	2193.45	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	DEC_ADVCOGEN_H2	7242.27924	144.8450229	2193.45	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	DEC_BOILER_GAS	158.5354434	4.756999719	21.09	17	1.0	0.0	1.0	0.0	Infinity
IE-UK	DEC_BOILER_WOOD	462.4403034	16.18129038	21.09	17	1.0	0.0	1.0	0.0	Infinity
IE-UK	DEC_BOILER_OIL	142.3822455	8.54012548	21.09	17	1.0	0.0	1.0	0.0	Infinity
IE-UK	DEC_SOLAR	719.0748197	8.090645191	221.22	20	1.0	0.0	1.0	0.0	655.0
IE-UK	DEC_DIRECT_ELEC	39.97565315	0.177919281	1.47	15	1.0	0.0	1.0	0.0	Infinity
IE-UK	BIG_SPLIT	232.0	9.333	0.0	15	1.0	0.0	1.0	0.0	Infinity
IE-UK	CHILLER_WC	119.0	4.76	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	TRAMWAY_TROLLEY	625.0	12.5	0.0	30	0.342465753	0.0	0.3	0.0	Infinity
IE-UK	BUS_COACH_DIESEL	611.1111111	30.55555556	0.0	15	0.296803653	0.0	1.0	0.0	Infinity
IE-UK	BUS_COACH_HYDIESEL	833.3333333	33.33333333	0.0	15	0.296803653	0.0	1.0	0.0	Infinity
IE-UK	BUS_COACH_CNG_STOICH	611.1111111	30.55555556	0.0	15	0.296803653	0.0	1.0	0.0	Infinity
IE-UK	BUS_COACH_FC_HYBRIDH2	1041.666667	31.25	0.0	15	0.296803653	0.0	1.0	0.0	Infinity
IE-UK	TRAIN_PUB	1506.024096	54.35274934	0.0	40	0.275072894	0.0	0.5	0.0	Infinity
IE-UK	PLANE_JETFUEL	1456.05	39.82	0.0	35	0.4999	0.4779	0.478	0.0	Infinity
IE-UK	CAR_GASOLINE	420.29	24.0	0.0	10	0.051369863	0.0	1.0	0.0	Infinity
IE-UK	CAR_DIESEL	434.45	24.0	0.0	10	0.051369863	0.0	1.0	0.0	Infinity
IE-UK	CAR_NG	429.38	24.0	0.0	10	0.051369863	0.0	1.0	0.0	Infinity
IE-UK	CAR_METHANOL	420.29	24.0	0.0	10	0.051369863	0.0	1.0	0.0	Infinity
IE-UK	CAR_HEV	429.41	34.0	0.0	10	0.051369863	0.0	1.0	0.0	Infinity
IE-UK	CAR_PHEV	456.37	34.0	0.0	10	0.051369863	0.0	1.0	0.0	Infinity
IE-UK	CAR_BEV	433.83	10.0	0.0	10	0.051369863	0.0	1.0	0.0	Infinity
IE-UK	CAR_FUEL_CELL	672.41	10.0	0.0	10	0.051369863	0.0	1.0	0.0	Infinity
IE-UK	TRAIN_FREIGHT	104.4155844	2.088311688	0.0	40	0.342465753	0.0	1.0	0.0	Infinity
IE-UK	BOAT_FREIGHT_DIESEL	76.38888889	3.819444444	0.0	40	0.114155251	0.0	1.0	0.0	Infinity
IE-UK	BOAT_FREIGHT_NG	76.38888889	3.819444444	0.0	40	0.114155251	0.0	1.0	0.0	Infinity
IE-UK	BOAT_FREIGHT_METHANOL	76.38888889	3.819444444	0.0	40	0.114155251	0.0	1.0	0.0	Infinity
IE-UK	CONTAINER_CARGO_DIESEL	18.6763	1.8563	0.0	40	0.739666854	0.0	1.0	0.0	Infinity
IE-UK	CONTAINER_CARGO_LNG	21.6645	2.1533	0.0	40	0.739666854	0.0	1.0	0.0	Infinity
IE-UK	CONTAINER_CARGO_METHANOL	20.7307	2.0605	0.0	40	0.739666854	0.0	1.0	0.0	Infinity
IE-UK	CONTAINER_CARGO_AMMONIA	21.6645	2.1533	0.0	40	0.739666854	0.0	1.0	0.0	Infinity
IE-UK	CONTAINER_CARGO_FUELCELL_LH2	26.9219	2.6758	0.0	40	0.739666854	0.0	1.0	0.0	Infinity
IE-UK	CONTAINER_CARGO_FUELCELL_AMMONIA	26.9219	2.6758	0.0	40	0.739666854	0.0	1.0	0.0	Infinity
IE-UK	CONTAINER_CARGO_RETRO_METHANOL	3.1127	2.1464	0.0	40	0.739666854	0.0	1.0	0.0	Infinity
IE-UK	CONTAINER_CARGO_RETRO_AMMONIA	4.8353	2.3229	0.0	40	0.739666854	0.0	1.0	0.0	Infinity
IE-UK	TRUCK_DIESEL	371.1111111	18.55555556	0.0	15	0.092592593	0.0	1.0	0.0	Infinity
IE-UK	TRUCK_METHANOL	371.1111111	18.55555556	0.0	15	0.092592593	0.0	1.0	0.0	Infinity
IE-UK	TRUCK_FUEL_CELL	402.2222222	12.06666667	0.0	15	0.092592593	0.0	1.0	0.0	Infinity
IE-UK	TRUCK_ELEC	771.1111111	23.13333333	0.0	15	0.092592593	0.0	1.0	0.0	Infinity
IE-UK	TRUCK_NG	371.1111111	18.55555556	0.0	15	0.092592593	0.0	1.0	0.0	Infinity
IE-UK	EFFICIENCY	3320.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
IE-UK	DHN	825.8825733	0.0	0.0	60	1.0	0.0	1.0	0.0	Infinity
IE-UK	GRID	446394.729	0.0	0.0	80	1.0	0.0	1.0	0.0	Infinity
IE-UK	H2_GRID_PIPELINE	208.4451	1.876	0.0	40	1.0	0.0	1.0	0.0	Infinity
IE-UK	H2_GRID_COMPRESSOR	70.4351	1.1974	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	PT_COLLECTOR	4504.71429	62.65	0.0	25	1.0	0.0	1.0	0.0	0.0
IE-UK	ST_COLLECTOR	100.0	5.0	0.0	25	1.0	0.0	1.0	0.0	0.0
IE-UK	H2_ELECTROLYSIS	696.2025316	19.14556962	0.0	15	0.9	0.0	1.0	0.0	Infinity
IE-UK	SMR	681.2435621	64.43487218	0.0	25	0.86	0.0	1.0	0.0	Infinity
IE-UK	H2_BIOMASS	2525.386272	195.7018447	0.0	25	0.86	0.0	1.0	0.0	Infinity
IE-UK	GASIFICATION_SNG	2743.8056	139.9381965	0.0	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	SYN_METHANATION	262.1968349	66.99276316	0.0	40	1.0	0.0	1.0	0.0	Infinity
IE-UK	BIOMETHANATION	986.0473827	13.65909091	0.0	20	0.85	0.0	1.0	0.0	Infinity
IE-UK	BIO_HYDROLYSIS	1591.909355	108.53745	0.0	15	0.85	0.0	1.0	0.0	Infinity
IE-UK	PYROLYSIS_TO_LFO	1344.22	61.09697026	0.0	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	PYROLYSIS_TO_FUELS	1365.0	38.0	0.0	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	ATM_CCS	5160.0	129.6	0.0	40	1.0	0.0	1.0	0.0	Infinity
IE-UK	INDUSTRY_CCS	2580.0	64.8	0.0	40	1.0	0.0	1.0	0.0	Infinity
IE-UK	SYN_METHANOLATION	1679.651653	47.66486711	0.0	20	0.95	0.0	1.0	0.0	Infinity
IE-UK	METHANE_TO_METHANOL	958.5822643	41.91520353	0.0	25	0.85	0.0	1.0	0.0	Infinity
IE-UK	BIOMASS_TO_METHANOL	2520.0	38.5	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	HABER_BOSCH	847.0	16.56	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	FISCHER_TROPSCH_DIESEL	975.0	48.75	0.0	25	0.93	0.0	1.0	0.0	Infinity
IE-UK	FISCHER_TROPSCH_JETFUEL	975.0	48.75	0.0	25	0.93	0.0	1.0	0.0	Infinity
IE-UK	FISCHER_TROPSCH_GASOLINE	975.0	48.75	0.0	25	0.93	0.0	1.0	0.0	Infinity
IE-UK	AMMONIA_TO_H2	681.24	62.8658412	0.0	25	0.86	0.0	1.0	0.0	Infinity
IE-UK	OIL_TO_HVC	395.0	2.1	0.0	15	1.0	0.0	1.0	0.0	Infinity
IE-UK	GAS_TO_HVC	797.6	19.93997837	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	BIOMASS_TO_HVC	1743.0	52.0	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	METHANOL_TO_HVC	697.2	62.748	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	BATT_LI	302.0	0.62	61.3	15	1.0	0.0	1.0	0.0	10.0
IE-UK	CAES	38.938	3.1799	0.0	50	1.0	0.0	1.0	0.0	Infinity
IE-UK	BEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
IE-UK	PHEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
IE-UK	DAM_STORAGE	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
IE-UK	PHS	58.8	0.0	8.33	50	1.0	0.0	1.0	35.0	1780.0
IE-UK	TS_DEC_DIRECT_ELEC	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_HP_ELEC	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_THHP_GAS	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_COGEN_GAS	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_COGEN_OIL	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_ADVCOGEN_GAS	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_ADVCOGEN_H2	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_BOILER_GAS	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_BOILER_WOOD	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DEC_BOILER_OIL	18.97181384	0.132802697	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DHN_DAILY	3.0	0.0086	0.0	40	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_DHN_SEASONAL	0.54	0.003	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_HIGH_TEMP	28.03	0.28	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	GAS_STORAGE	0.051158	0.001309164	0.0	30	1.0	0.0	1.0	0.0	Infinity
IE-UK	H2_STORAGE	6.19	0.03	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	DIESEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	GASOLINE_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	JET_FUEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	LFO_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	AMMONIA_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	METHANOL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	PT_STORAGE	36.9568	0.3695	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	ST_STORAGE	19.099	0.1909	0.0	25	1.0	0.0	1.0	0.0	Infinity
IE-UK	TS_COLD	25.0	0.3	0.0	20	1.0	0.0	1.0	0.0	Infinity
IE-UK	CO2_STORAGE	49.5	0.495	0.0	20	1.0	0.0	1.0	0.0	Infinity
;
